N,Fecha,Ciudad,Valor,Variable,Tipo,Escenario
124,6/07/2020,Medellín,7409,Activos,Real,Base
125,7/07/2020,Medellín,8123,Activos,Real,Base
126,8/07/2020,Medellín,8935,Activos,Real,Base
127,9/07/2020,Medellín,9930,Activos,Real,Base
128,10/07/2020,Medellín,10906,Activos,Real,Base
129,11/07/2020,Medellín,11828,Activos,Real,Base
130,12/07/2020,Medellín,12660,Activos,Real,Base
131,13/07/2020,Medellín,13652,Activos,Real,Base
132,14/07/2020,Medellín,14756,Activos,Real,Base
133,15/07/2020,Medellín,15437,Activos,Real,Base
134,16/07/2020,Medellín,16537,Activos,Real,Base
135,17/07/2020,Medellín,17320,Activos,Real,Base
136,18/07/2020,Medellín,17969,Activos,Real,Base
137,19/07/2020,Medellín,18465,Activos,Real,Base
138,20/07/2020,Medellín,19065,Activos,Real,Base
139,21/07/2020,Medellín,19858,Activos,Real,Base
140,22/07/2020,Medellín,20763,Activos,Real,Base
141,23/07/2020,Medellín,21885,Activos,Real,Base
142,24/07/2020,Medellín,23124,Activos,Real,Base
143,25/07/2020,Medellín,23982,Activos,Real,Base
144,26/07/2020,Medellín,24567,Activos,Real,Base
145,27/07/2020,Medellín,25193,Activos,Real,Base
146,28/07/2020,Medellín,25695,Activos,Real,Base
147,29/07/2020,Medellín,26028,Activos,Real,Base
148,30/07/2020,Medellín,26424,Activos,Real,Base
149,31/07/2020,Medellín,26782,Activos,Real,Base
150,1/08/2020,Medellín,27171,Activos,Real,Base
151,2/08/2020,Medellín,27304,Activos,Real,Base
152,3/08/2020,Medellín,27251,Activos,Real,Base
153,4/08/2020,Medellín,27266,Activos,Real,Base
154,5/08/2020,Medellín,27277,Activos,Real,Base
155,6/08/2020,Medellín,27344,Activos,Real,Base
156,7/08/2020,Medellín,27171,Activos,Real,Base
157,8/08/2020,Medellín,27249,Activos,Real,Base
158,9/08/2020,Medellín,26511,Activos,Real,Base
159,10/08/2020,Medellín,26465,Activos,Real,Base
160,11/08/2020,Medellín,26686,Activos,Real,Base
161,12/08/2020,Medellín,26803,Activos,Real,Base
162,13/08/2020,Medellín,26560,Activos,Real,Base
163,14/08/2020,Medellín,26349,Activos,Real,Base
164,15/08/2020,Medellín,25489,Activos,Real,Base
165,16/08/2020,Medellín,24760,Activos,Real,Base
166,17/08/2020,Medellín,23815,Activos,Real,Base
167,18/08/2020,Medellín,23559,Activos,Real,Base
168,19/08/2020,Medellín,22562,Activos,Real,Base
169,20/08/2020,Medellín,21858,Activos,Real,Base
170,21/08/2020,Medellín,21129,Activos,Real,Base
171,22/08/2020,Medellín,20586,Activos,Real,Base
172,23/08/2020,Medellín,19831,Activos,Real,Base
173,24/08/2020,Medellín,19276,Activos,Real,Base
174,25/08/2020,Medellín,18425,Activos,Real,Base
175,26/08/2020,Medellín,17744,Activos,Real,Base
176,27/08/2020,Medellín,17188,Activos,Real,Base
177,28/08/2020,Medellín,16710,Activos,Real,Base
178,29/08/2020,Medellín,15992,Activos,Real,Base
179,30/08/2020,Medellín,15174,Activos,Real,Base
180,31/08/2020,Medellín,14461,Activos,Real,Base
181,1/09/2020,Medellín,13329,Activos,Real,Base
182,2/09/2020,Medellín,12494,Activos,Real,Base
183,3/09/2020,Medellín,11915,Activos,Real,Base
184,4/09/2020,Medellín,10417,Activos,Real,Base
0,29/02/2020,Medellín,3.41E-09,Activos,Ajuste,Base
1,2/03/2020,Medellín,0.936947825,Activos,Ajuste,Base
2,5/03/2020,Medellín,2.126796226,Activos,Ajuste,Base
3,6/03/2020,Medellín,3.183819273,Activos,Ajuste,Base
4,8/03/2020,Medellín,4.085311783,Activos,Ajuste,Base
5,9/03/2020,Medellín,6.14849279,Activos,Ajuste,Base
6,10/03/2020,Medellín,8.145594989,Activos,Ajuste,Base
7,11/03/2020,Medellín,15.71857936,Activos,Ajuste,Base
8,12/03/2020,Medellín,17.35391555,Activos,Ajuste,Base
9,13/03/2020,Medellín,16.98241175,Activos,Ajuste,Base
10,14/03/2020,Medellín,25.1379977,Activos,Ajuste,Base
11,15/03/2020,Medellín,37.32374147,Activos,Ajuste,Base
12,16/03/2020,Medellín,39.49559823,Activos,Ajuste,Base
13,17/03/2020,Medellín,51.05473584,Activos,Ajuste,Base
14,18/03/2020,Medellín,57.86629008,Activos,Ajuste,Base
15,19/03/2020,Medellín,69.19294132,Activos,Ajuste,Base
16,20/03/2020,Medellín,79.05760366,Activos,Ajuste,Base
17,21/03/2020,Medellín,85.56015961,Activos,Ajuste,Base
18,22/03/2020,Medellín,86.42052522,Activos,Ajuste,Base
19,23/03/2020,Medellín,93.73966435,Activos,Ajuste,Base
20,24/03/2020,Medellín,99.18146248,Activos,Ajuste,Base
21,25/03/2020,Medellín,101.5965022,Activos,Ajuste,Base
22,26/03/2020,Medellín,106.7594007,Activos,Ajuste,Base
23,27/03/2020,Medellín,109.1769011,Activos,Ajuste,Base
24,28/03/2020,Medellín,117.9945284,Activos,Ajuste,Base
25,29/03/2020,Medellín,115.9085021,Activos,Ajuste,Base
26,30/03/2020,Medellín,110.3281258,Activos,Ajuste,Base
27,31/03/2020,Medellín,107.9786587,Activos,Ajuste,Base
28,1/04/2020,Medellín,105.7579677,Activos,Ajuste,Base
29,2/04/2020,Medellín,105.3691195,Activos,Ajuste,Base
30,3/04/2020,Medellín,115.3132115,Activos,Ajuste,Base
31,4/04/2020,Medellín,113.4921227,Activos,Ajuste,Base
32,5/04/2020,Medellín,113.8846901,Activos,Ajuste,Base
33,6/04/2020,Medellín,110.6611129,Activos,Ajuste,Base
34,7/04/2020,Medellín,116.5981862,Activos,Ajuste,Base
35,8/04/2020,Medellín,114.1523269,Activos,Ajuste,Base
36,9/04/2020,Medellín,121.6721851,Activos,Ajuste,Base
37,10/04/2020,Medellín,119.57819,Activos,Ajuste,Base
38,11/04/2020,Medellín,131.5694656,Activos,Ajuste,Base
39,12/04/2020,Medellín,137.0888189,Activos,Ajuste,Base
40,13/04/2020,Medellín,139.6106778,Activos,Ajuste,Base
41,14/04/2020,Medellín,139.0315034,Activos,Ajuste,Base
42,15/04/2020,Medellín,148.6113339,Activos,Ajuste,Base
43,16/04/2020,Medellín,156.6926061,Activos,Ajuste,Base
44,17/04/2020,Medellín,156.8802097,Activos,Ajuste,Base
45,18/04/2020,Medellín,157.1696848,Activos,Ajuste,Base
46,19/04/2020,Medellín,153.2635971,Activos,Ajuste,Base
47,20/04/2020,Medellín,149.9367068,Activos,Ajuste,Base
48,21/04/2020,Medellín,152.4763508,Activos,Ajuste,Base
49,22/04/2020,Medellín,155.2104051,Activos,Ajuste,Base
50,23/04/2020,Medellín,154.67228,Activos,Ajuste,Base
51,24/04/2020,Medellín,153.7927638,Activos,Ajuste,Base
52,25/04/2020,Medellín,153.1915988,Activos,Ajuste,Base
53,26/04/2020,Medellín,158.4184523,Activos,Ajuste,Base
54,27/04/2020,Medellín,149.4169316,Activos,Ajuste,Base
55,28/04/2020,Medellín,150.0325217,Activos,Ajuste,Base
56,29/04/2020,Medellín,147.2347468,Activos,Ajuste,Base
57,30/04/2020,Medellín,148.1383119,Activos,Ajuste,Base
58,1/05/2020,Medellín,146.2979052,Activos,Ajuste,Base
59,2/05/2020,Medellín,153.4007146,Activos,Ajuste,Base
60,3/05/2020,Medellín,151.1484269,Activos,Ajuste,Base
61,4/05/2020,Medellín,151.2797422,Activos,Ajuste,Base
62,5/05/2020,Medellín,151.1903678,Activos,Ajuste,Base
63,6/05/2020,Medellín,141.3861978,Activos,Ajuste,Base
64,7/05/2020,Medellín,140.3466551,Activos,Ajuste,Base
65,8/05/2020,Medellín,147.1523271,Activos,Ajuste,Base
66,9/05/2020,Medellín,138.8146698,Activos,Ajuste,Base
67,10/05/2020,Medellín,137.3931884,Activos,Ajuste,Base
68,11/05/2020,Medellín,151.2829541,Activos,Ajuste,Base
69,12/05/2020,Medellín,151.0908904,Activos,Ajuste,Base
70,13/05/2020,Medellín,167.3532133,Activos,Ajuste,Base
71,14/05/2020,Medellín,170.3424209,Activos,Ajuste,Base
72,15/05/2020,Medellín,176.5047591,Activos,Ajuste,Base
73,16/05/2020,Medellín,188.5663579,Activos,Ajuste,Base
74,17/05/2020,Medellín,190.9654244,Activos,Ajuste,Base
75,18/05/2020,Medellín,200.9757678,Activos,Ajuste,Base
76,19/05/2020,Medellín,208.9650976,Activos,Ajuste,Base
77,20/05/2020,Medellín,229.623402,Activos,Ajuste,Base
78,21/05/2020,Medellín,240.9040281,Activos,Ajuste,Base
79,22/05/2020,Medellín,260.6812458,Activos,Ajuste,Base
80,23/05/2020,Medellín,281.4709921,Activos,Ajuste,Base
81,24/05/2020,Medellín,289.7495062,Activos,Ajuste,Base
82,25/05/2020,Medellín,285.5946832,Activos,Ajuste,Base
83,26/05/2020,Medellín,295.7103095,Activos,Ajuste,Base
84,27/05/2020,Medellín,300.1545042,Activos,Ajuste,Base
85,28/05/2020,Medellín,315.8119307,Activos,Ajuste,Base
86,29/05/2020,Medellín,341.7292933,Activos,Ajuste,Base
87,30/05/2020,Medellín,355.555505,Activos,Ajuste,Base
88,31/05/2020,Medellín,375.7206177,Activos,Ajuste,Base
89,1/06/2020,Medellín,372.6338411,Activos,Ajuste,Base
90,2/06/2020,Medellín,424.3120454,Activos,Ajuste,Base
91,3/06/2020,Medellín,441.9705707,Activos,Ajuste,Base
92,4/06/2020,Medellín,503.4184993,Activos,Ajuste,Base
93,5/06/2020,Medellín,547.7705768,Activos,Ajuste,Base
94,6/06/2020,Medellín,559.5359887,Activos,Ajuste,Base
95,7/06/2020,Medellín,600.2730416,Activos,Ajuste,Base
96,8/06/2020,Medellín,613.2490809,Activos,Ajuste,Base
97,9/06/2020,Medellín,672.6799019,Activos,Ajuste,Base
98,10/06/2020,Medellín,708.055653,Activos,Ajuste,Base
99,11/06/2020,Medellín,759.6811752,Activos,Ajuste,Base
100,12/06/2020,Medellín,804.3410376,Activos,Ajuste,Base
101,13/06/2020,Medellín,853.3208654,Activos,Ajuste,Base
102,14/06/2020,Medellín,912.8737493,Activos,Ajuste,Base
103,15/06/2020,Medellín,1002.15759,Activos,Ajuste,Base
104,16/06/2020,Medellín,1113.895,Activos,Ajuste,Base
105,17/06/2020,Medellín,1288.599902,Activos,Ajuste,Base
106,18/06/2020,Medellín,1462.457737,Activos,Ajuste,Base
107,19/06/2020,Medellín,1567.491212,Activos,Ajuste,Base
108,20/06/2020,Medellín,1680.561635,Activos,Ajuste,Base
109,21/06/2020,Medellín,1823.616472,Activos,Ajuste,Base
110,22/06/2020,Medellín,1975.618529,Activos,Ajuste,Base
111,23/06/2020,Medellín,2136.799362,Activos,Ajuste,Base
112,24/06/2020,Medellín,2316.953244,Activos,Ajuste,Base
113,25/06/2020,Medellín,2541.865243,Activos,Ajuste,Base
114,26/06/2020,Medellín,2803.778322,Activos,Ajuste,Base
115,27/06/2020,Medellín,3087.213317,Activos,Ajuste,Base
116,28/06/2020,Medellín,3338.425851,Activos,Ajuste,Base
117,29/06/2020,Medellín,3594.684748,Activos,Ajuste,Base
118,30/06/2020,Medellín,3937.573363,Activos,Ajuste,Base
119,1/07/2020,Medellín,4439.250968,Activos,Ajuste,Base
120,2/07/2020,Medellín,5062.307854,Activos,Ajuste,Base
121,3/07/2020,Medellín,5493.820109,Activos,Ajuste,Base
122,4/07/2020,Medellín,6111.742557,Activos,Ajuste,Base
123,5/07/2020,Medellín,6763.431388,Activos,Ajuste,Base
124,6/07/2020,Medellín,7278.375851,Activos,Ajuste,Base
125,7/07/2020,Medellín,8201.52041,Activos,Ajuste,Base
126,8/07/2020,Medellín,8923.45238,Activos,Ajuste,Base
127,9/07/2020,Medellín,9756.700926,Activos,Ajuste,Base
128,10/07/2020,Medellín,10817.61553,Activos,Ajuste,Base
129,11/07/2020,Medellín,11777.91265,Activos,Ajuste,Base
130,12/07/2020,Medellín,12713.69994,Activos,Ajuste,Base
131,13/07/2020,Medellín,13495.86374,Activos,Ajuste,Base
132,14/07/2020,Medellín,14506.92543,Activos,Ajuste,Base
133,15/07/2020,Medellín,15625.88191,Activos,Ajuste,Base
134,16/07/2020,Medellín,16235.95833,Activos,Ajuste,Base
135,17/07/2020,Medellín,17360.66937,Activos,Ajuste,Base
136,18/07/2020,Medellín,18119.336,Activos,Ajuste,Base
137,19/07/2020,Medellín,18665.44461,Activos,Ajuste,Base
138,20/07/2020,Medellín,19182.53559,Activos,Ajuste,Base
139,21/07/2020,Medellín,19702.05875,Activos,Ajuste,Base
140,22/07/2020,Medellín,20619.75115,Activos,Ajuste,Base
141,23/07/2020,Medellín,21500.87767,Activos,Ajuste,Base
142,24/07/2020,Medellín,22730.93917,Activos,Ajuste,Base
143,25/07/2020,Medellín,23935.2567,Activos,Ajuste,Base
144,26/07/2020,Medellín,24731.49013,Activos,Ajuste,Base
145,27/07/2020,Medellín,25143.38404,Activos,Ajuste,Base
146,28/07/2020,Medellín,25723.05556,Activos,Ajuste,Base
147,29/07/2020,Medellín,26114.13373,Activos,Ajuste,Base
148,30/07/2020,Medellín,26403.30896,Activos,Ajuste,Base
149,31/07/2020,Medellín,26746.27817,Activos,Ajuste,Base
150,1/08/2020,Medellín,27085.37512,Activos,Ajuste,Base
151,2/08/2020,Medellín,27430.22246,Activos,Ajuste,Base
152,3/08/2020,Medellín,27510.47554,Activos,Ajuste,Base
153,4/08/2020,Medellín,27340.40421,Activos,Ajuste,Base
154,5/08/2020,Medellín,27341.8538,Activos,Ajuste,Base
155,6/08/2020,Medellín,27296.82295,Activos,Ajuste,Base
156,7/08/2020,Medellín,27371.45755,Activos,Ajuste,Base
157,8/08/2020,Medellín,27119.59789,Activos,Ajuste,Base
158,9/08/2020,Medellín,27189.54115,Activos,Ajuste,Base
159,10/08/2020,Medellín,26294.4882,Activos,Ajuste,Base
160,11/08/2020,Medellín,26236.1144,Activos,Ajuste,Base
161,12/08/2020,Medellín,26588.97207,Activos,Ajuste,Base
162,13/08/2020,Medellín,26572.97175,Activos,Ajuste,Base
163,14/08/2020,Medellín,26339.72012,Activos,Ajuste,Base
164,15/08/2020,Medellín,25908.31529,Activos,Ajuste,Base
165,16/08/2020,Medellín,24963.41647,Activos,Ajuste,Base
166,17/08/2020,Medellín,24045.17324,Activos,Ajuste,Base
167,18/08/2020,Medellín,23154.26932,Activos,Ajuste,Base
168,19/08/2020,Medellín,22858.6383,Activos,Ajuste,Base
169,20/08/2020,Medellín,21930.29135,Activos,Ajuste,Base
170,21/08/2020,Medellín,21051.82835,Activos,Ajuste,Base
171,22/08/2020,Medellín,20510.26929,Activos,Ajuste,Base
172,23/08/2020,Medellín,19773.64681,Activos,Ajuste,Base
173,24/08/2020,Medellín,19203.94548,Activos,Ajuste,Base
174,25/08/2020,Medellín,18453.44298,Activos,Ajuste,Base
175,26/08/2020,Medellín,17732.90331,Activos,Ajuste,Base
176,27/08/2020,Medellín,16863.17028,Activos,Ajuste,Base
